Algorithm;Input;Solution;Time
greedy;535;5133.0;8.107692307692307e-05
greedy;536;5312.0;9.115384615384615e-05
greedy;537;4963.0;7.507692307692307e-05
greedy;538;5556.0;8.507692307692308e-05
greedy;539;5433.0;7.515384615384617e-05
greedy;54;1387.0;1.5461538461538463e-05
greedy;540;5079.0;8.961538461538461e-05
greedy;54000;36245.0;0.00849653846153846
greedy;541;5053.0;6.730769230769232e-05
greedy;542;5052.0;6.661538461538461e-05
greedy;543;5271.0;7.800000000000001e-05
greedy;544;5046.0;6.984615384615384e-05
greedy;545;5355.0;7.115384615384616e-05
greedy;546;5160.0;8.7e-05
greedy;547;5276.0;7.361538461538462e-05
greedy;548;5201.0;9.223076923076923e-05
greedy;549;5394.0;7.984615384615384e-05
greedy;55;1357.0;1.0538461538461539e-05
greedy;550;5598.0;8.438461538461537e-05
greedy;55000;36573.0;0.008355461538461539
greedy;551;5482.0;7.769230769230768e-05
greedy;552;5086.0;6.876923076923077e-05
greedy;553;5623.0;7.938461538461537e-05
greedy;554;4882.0;6.946153846153845e-05
greedy;555;5538.0;6.96153846153846e-05
greedy;556;5084.0;7.384615384615384e-05
greedy;557;5576.0;7.184615384615385e-05
greedy;558;5679.0;7.376923076923077e-05
greedy;559;5181.0;0.00010246153846153848
greedy;56;1551.0;9.846153846153846e-06
greedy;560;5090.0;0.00010153846153846153
greedy;56000;36826.0;0.009149153846153847
greedy;561;5618.0;7.130769230769231e-05
greedy;562;5223.0;8.361538461538464e-05
greedy;563;5310.0;7.199999999999999e-05
greedy;564;5552.0;8.246153846153847e-05
greedy;565;5275.0;7.038461538461537e-05
greedy;566;5389.0;7.876923076923077e-05
greedy;567;5226.0;7.823076923076924e-05
greedy;568;5369.0;7.523076923076922e-05
greedy;569;5564.0;7.061538461538463e-05
greedy;57;1494.0;8.461538461538464e-06
greedy;570;5344.0;9.692307692307691e-05
greedy;57000;36342.0;0.008414615384615385
greedy;571;5465.0;8.03076923076923e-05
greedy;572;5599.0;7.792307692307692e-05
greedy;573;5652.0;8.430769230769231e-05
greedy;574;5403.0;8.292307692307692e-05
greedy;575;5455.0;7.961538461538463e-05
greedy;576;5576.0;7.246153846153846e-05
greedy;577;5610.0;7.569230769230767e-05
greedy;578;5345.0;9.615384615384615e-05
greedy;579;5868.0;7.776923076923077e-05
greedy;58;1567.0;1.2846153846153846e-05
greedy;580;5879.0;7.707692307692308e-05
greedy;58000;36818.0;0.009173307692307692
greedy;581;5334.0;8.146153846153844e-05
greedy;582;5623.0;9.353846153846154e-05
greedy;583;5366.0;7.753846153846154e-05
greedy;584;5514.0;7.36923076923077e-05
greedy;585;5162.0;7.838461538461538e-05
greedy;586;5001.0;9.646153846153847e-05
greedy;587;5730.0;7.307692307692307e-05
greedy;588;5866.0;7.246153846153847e-05
greedy;589;5877.0;0.00010123076923076923
greedy;59;1595.0;1.0153846153846152e-05
greedy;590;5715.0;7.538461538461539e-05
greedy;59000;37444.0;0.009070153846153846
greedy;591;5511.0;8.823076923076924e-05
greedy;592;5163.0;7.446153846153846e-05
greedy;593;5150.0;8.553846153846155e-05
greedy;594;5120.0;7.392307692307692e-05
greedy;595;5778.0;8.599999999999999e-05
greedy;596;5486.0;0.00011746153846153845
greedy;597;5422.0;8.953846153846155e-05
greedy;598;5750.0;9.469230769230769e-05
greedy;599;5611.0;8.869230769230769e-05
greedy;6;117.0;4.384615384615386e-06
greedy;60;1413.0;1.3000000000000001e-05
greedy;600;5291.0;7.815384615384615e-05
greedy;6000;16426.0;0.0009565384615384616
greedy;60000;37564.0;0.009313615384615385
greedy;600000;49266.0;0.08304630769230768
greedy;601;5894.0;8.653846153846153e-05
greedy;602;5388.0;7.346153846153845e-05
greedy;603;5492.0;8.384615384615384e-05
greedy;604;5570.0;7.753846153846156e-05
greedy;605;4949.0;8.007692307692307e-05
greedy;606;5494.0;0.00012484615384615385
greedy;607;5761.0;8.061538461538461e-05
greedy;608;5426.0;9.015384615384616e-05
greedy;609;5361.0;8.26923076923077e-05
greedy;61;1581.0;1.123076923076923e-05
greedy;610;5402.0;8.923076923076924e-05
greedy;61000;38449.0;0.009486230769230771
greedy;611;5824.0;8.738461538461539e-05
greedy;612;5465.0;8.6e-05
greedy;613;6121.0;8.223076923076924e-05
greedy;614;5586.0;9.430769230769231e-05
greedy;615;5792.0;8.292307692307692e-05
greedy;616;5818.0;0.00010853846153846155
greedy;617;5445.0;8.484615384615385e-05
greedy;618;5614.0;8.723076923076923e-05
greedy;619;5770.0;7.792307692307691e-05
greedy;62;1525.0;1.0153846153846152e-05
greedy;620;5523.0;8.83076923076923e-05
greedy;62000;38292.0;0.008842384615384615
greedy;621;5645.0;8.261538461538462e-05
greedy;622;5721.0;8.284615384615386e-05
greedy;623;5685.0;8.353846153846155e-05
greedy;624;5462.0;8.823076923076924e-05
greedy;625;5737.0;7.56923076923077e-05
greedy;626;5779.0;0.00010146153846153847
greedy;627;5830.0;8.692307692307694e-05
greedy;628;5932.0;9.946153846153849e-05
greedy;629;5863.0;9.353846153846153e-05
greedy;63;1516.0;9.692307692307693e-06
greedy;630;5627.0;8.484615384615385e-05
greedy;63000;37724.0;0.009863307692307692
greedy;631;5410.0;0.00010107692307692306
greedy;632;5493.0;9.407692307692308e-05
greedy;633;5527.0;0.00010653846153846154
greedy;634;5604.0;8.369230769230769e-05
greedy;635;5775.0;8.930769230769232e-05
greedy;636;5363.0;0.00010107692307692306
greedy;637;5959.0;9.692307692307692e-05
greedy;638;5938.0;8.79230769230769e-05
greedy;639;5660.0;8.484615384615385e-05
greedy;64;1432.0;1.5999999999999996e-05
greedy;640;5740.0;8.761538461538462e-05
greedy;64000;38657.0;0.00917176923076923
greedy;641;5612.0;8.03846153846154e-05
greedy;642;5407.0;8.753846153846153e-05
greedy;643;5627.0;0.00010153846153846153
greedy;644;5638.0;8.453846153846154e-05
greedy;645;5648.0;9.884615384615384e-05
greedy;646;5716.0;7.846153846153847e-05
greedy;647;5661.0;9.807692307692307e-05
greedy;648;6003.0;8.515384615384616e-05
greedy;649;5691.0;0.00011292307692307693
greedy;65;1667.0;1.3692307692307689e-05
greedy;650;5931.0;8.907692307692306e-05
greedy;65000;38379.0;0.010098
greedy;651;5570.0;8.492307692307693e-05
greedy;652;5536.0;0.00010769230769230768
greedy;653;5582.0;8.053846153846155e-05
greedy;654;5990.0;0.00010053846153846156
greedy;655;5548.0;8.923076923076924e-05
greedy;656;6070.0;8.707692307692306e-05
greedy;657;5535.0;8.784615384615385e-05
greedy;658;5553.0;8.115384615384616e-05
greedy;659;5748.0;0.00012823076923076923
greedy;66;1456.0;1.2692307692307691e-05
greedy;660;5638.0;0.0001083076923076923
greedy;66000;39777.0;0.009971153846153845
greedy;661;5721.0;8.507692307692308e-05
greedy;662;5914.0;0.00010615384615384617
greedy;663;5737.0;9.6e-05
greedy;664;5646.0;9.830769230769231e-05
greedy;665;5773.0;0.0001249230769230769
greedy;666;5900.0;0.00011076923076923077
greedy;667;5845.0;9.615384615384615e-05
greedy;668;5350.0;8.63846153846154e-05
greedy;669;5912.0;0.00014038461538461538
greedy;67;1800.0;1.2e-05
greedy;670;5462.0;9.653846153846155e-05
greedy;67000;39031.0;0.010292538461538462
greedy;671;6119.0;8.792307692307692e-05
greedy;672;5751.0;0.00010507692307692308
greedy;673;5794.0;0.00010915384615384616
greedy;674;6077.0;8.830769230769231e-05
greedy;675;5663.0;9.130769230769232e-05
greedy;676;5787.0;8.838461538461539e-05
greedy;677;6038.0;0.00010946153846153846
greedy;678;5778.0;9.284615384615385e-05
greedy;679;6056.0;9.830769230769231e-05
greedy;68;1787.0;1.146153846153846e-05
greedy;680;5515.0;9.838461538461539e-05
greedy;68000;39213.0;0.010194692307692309
greedy;681;5769.0;8.346153846153848e-05
greedy;682;5972.0;9.992307692307693e-05
greedy;683;6034.0;8.507692307692308e-05
greedy;684;5869.0;0.00010184615384615385
greedy;685;6063.0;0.00010092307692307693
greedy;686;5897.0;9.115384615384618e-05
greedy;687;6111.0;9.815384615384613e-05
greedy;688;5950.0;8.884615384615384e-05
greedy;689;5495.0;0.00010723076923076924
greedy;69;1565.0;1.4230769230769228e-05
greedy;690;5681.0;0.000106
greedy;69000;39637.0;0.010718384615384614
greedy;691;5741.0;9.015384615384616e-05
greedy;692;6203.0;9.507692307692308e-05
greedy;693;5963.0;9.130769230769228e-05
greedy;694;6016.0;8.930769230769232e-05
greedy;695;6215.0;9.830769230769231e-05
greedy;696;6129.0;8.53846153846154e-05
greedy;697;5817.0;0.00010584615384615384
greedy;698;5845.0;0.00010546153846153843
greedy;699;5947.0;0.00010607692307692306
greedy;7;165.0;4.923076923076924e-06
greedy;70;1773.0;1.2307692307692306e-05
greedy;700;5895.0;0.00010592307692307694
greedy;7000;17400.0;0.0009813076923076926
greedy;70000;39790.0;0.010231846153846156
greedy;700000;49375.0;0.09421823076923076
greedy;701;6029.0;0.00010515384615384616
greedy;702;6422.0;8.684615384615385e-05
greedy;703;6234.0;8.976923076923078e-05
greedy;704;6393.0;0.00011369230769230769
greedy;705;6491.0;8.923076923076924e-05
greedy;706;5719.0;9.161538461538462e-05
greedy;707;6309.0;8.723076923076921e-05
greedy;708;6215.0;9.900000000000001e-05
greedy;709;5892.0;8.784615384615386e-05
greedy;71;1734.0;1.3307692307692309e-05
greedy;710;6131.0;0.00010446153846153845
greedy;71000;39953.0;0.010415153846153845
greedy;711;6200.0;0.00011284615384615383
greedy;712;5929.0;0.00010838461538461539
greedy;713;5693.0;0.00010538461538461538
greedy;714;6359.0;9.4e-05
greedy;715;5653.0;8.746153846153845e-05
greedy;716;5997.0;0.00010007692307692307
greedy;717;6335.0;9.153846153846155e-05
greedy;718;5866.0;0.00010507692307692307
greedy;719;5890.0;9.015384615384614e-05
greedy;72;1828.0;1.1846153846153842e-05
greedy;720;6375.0;0.00012999999999999996
greedy;72000;39744.0;0.010349769230769228
greedy;721;6331.0;0.00010061538461538461
greedy;722;6251.0;9.115384615384614e-05
greedy;723;5763.0;0.00010253846153846154
greedy;724;6143.0;9.446153846153848e-05
greedy;725;5616.0;9.453846153846154e-05
greedy;726;6591.0;9.569230769230769e-05
greedy;727;6438.0;9.14615384615385e-05
greedy;728;6085.0;0.00011861538461538463
greedy;729;6414.0;9.469230769230769e-05
greedy;73;1860.0;1.5846153846153848e-05
greedy;730;6243.0;0.00011823076923076925
greedy;73000;40279.0;0.010732615384615384
greedy;731;5739.0;0.00010553846153846153
greedy;732;6345.0;0.00011800000000000002
greedy;733;5905.0;0.00010807692307692306
greedy;734;6214.0;9.815384615384615e-05
greedy;735;5883.0;0.00010561538461538462
greedy;736;6111.0;0.00010338461538461537
greedy;737;6287.0;9.830769230769231e-05
greedy;738;5769.0;0.00013438461538461537
greedy;739;6200.0;0.00010046153846153845
greedy;74;1900.0;1.869230769230769e-05
greedy;740;6195.0;9.992307692307693e-05
greedy;74000;39777.0;0.010372923076923078
greedy;741;5861.0;9.976923076923076e-05
greedy;742;6456.0;0.00011438461538461536
greedy;743;6614.0;9.107692307692308e-05
greedy;744;6345.0;0.0001269230769230769
greedy;745;6368.0;9.684615384615386e-05
greedy;746;6595.0;0.00011915384615384616
greedy;747;6647.0;9.746153846153845e-05
greedy;748;6118.0;0.00010676923076923079
greedy;749;6068.0;9.153846153846155e-05
greedy;75;1697.0;1.1307692307692306e-05
greedy;750;6066.0;0.00012515384615384613
greedy;75000;40160.0;0.01106376923076923
greedy;751;6473.0;0.00010784615384615383
greedy;752;5762.0;0.00010107692307692308
greedy;753;6669.0;0.00010384615384615386
greedy;754;6409.0;9.123076923076923e-05
greedy;755;6023.0;0.00011576923076923077
greedy;756;6653.0;0.00010230769230769232
greedy;757;6101.0;0.00010484615384615384
greedy;758;5930.0;0.00011453846153846152
greedy;759;5941.0;0.00012023076923076926
greedy;76;1760.0;1.3307692307692305e-05
greedy;760;6426.0;0.0001176923076923077
greedy;76000;40311.0;0.011099307692307693
greedy;761;6341.0;0.00011023076923076923
greedy;762;6093.0;9.476923076923076e-05
greedy;763;6138.0;0.00010123076923076924
greedy;764;6196.0;0.00010346153846153848
greedy;765;6342.0;9.56923076923077e-05
greedy;766;6309.0;0.00010599999999999997
greedy;767;6026.0;9.576923076923075e-05
greedy;768;6289.0;0.00010838461538461537
greedy;769;6181.0;9.73076923076923e-05
greedy;77;1909.0;1.6000000000000003e-05
greedy;770;6431.0;0.00010523076923076923
greedy;77000;40419.0;0.012210230769230768
greedy;771;6272.0;0.00010238461538461539
greedy;772;6209.0;0.00011200000000000003
greedy;773;6224.0;0.00012415384615384616
greedy;774;6613.0;0.00010669230769230771
greedy;775;6033.0;9.653846153846152e-05
greedy;776;6876.0;0.00011276923076923077
greedy;777;6385.0;9.661538461538463e-05
greedy;778;6156.0;0.00010776923076923078
greedy;779;6249.0;9.676923076923077e-05
greedy;78;1736.0;1.2615384615384614e-05
greedy;780;6373.0;0.00011146153846153848
greedy;78000;41064.0;0.011712615384615386
greedy;781;6389.0;9.746153846153847e-05
greedy;782;6461.0;0.00011746153846153845
greedy;783;6334.0;9.938461538461539e-05
greedy;784;6034.0;0.00010853846153846155
greedy;785;6138.0;9.776923076923077e-05
greedy;786;6334.0;0.0001236923076923077
greedy;787;6150.0;0.00012215384615384616
greedy;788;6464.0;0.0001083076923076923
greedy;789;6393.0;0.00010707692307692307
greedy;79;1988.0;1.4615384615384614e-05
greedy;790;6159.0;0.00012453846153846152
greedy;79000;40666.0;0.011987923076923078
greedy;791;6686.0;0.000104
greedy;792;6469.0;0.00010030769230769231
greedy;793;6213.0;0.0001176923076923077
greedy;794;6166.0;9.776923076923077e-05
greedy;795;6363.0;0.00011246153846153847
greedy;796;6415.0;9.946153846153845e-05
greedy;797;6516.0;0.0001306153846153846
greedy;798;6022.0;0.00012538461538461542
greedy;799;6266.0;0.00011307692307692306
greedy;8;231.0;5e-06
greedy;80;1882.0;1.4538461538461538e-05
greedy;800;6613.0;0.00012307692307692307
greedy;8000;17605.0;0.0011924615384615385
greedy;80000;41340.0;0.01143453846153846
greedy;800000;49552.0;0.10679284615384615
greedy;801;6478.0;0.0001386923076923077
greedy;802;6894.0;0.00010238461538461538
greedy;803;5860.0;0.0001316923076923077
greedy;804;6294.0;0.00013653846153846154
greedy;805;6197.0;0.00014007692307692308
greedy;806;6749.0;0.00011146153846153848
greedy;807;6641.0;0.00013246153846153844
greedy;808;6649.0;0.00010923076923076925
greedy;809;6411.0;0.0001356923076923077
greedy;81;2011.0;1.7999999999999997e-05
greedy;810;6359.0;0.00011430769230769234
greedy;81000;40784.0;0.011346153846153846
greedy;811;6344.0;0.00010630769230769232
greedy;812;6047.0;0.0001296153846153846
greedy;813;6795.0;0.00011769230769230768
greedy;814;6342.0;0.00014176923076923077
greedy;815;6238.0;0.00013284615384615386
greedy;816;6475.0;0.00012430769230769228
greedy;817;6265.0;0.00010661538461538462
greedy;818;6322.0;0.00013415384615384613
greedy;819;6299.0;0.00013146153846153847
greedy;82;2099.0;1.976923076923077e-05
greedy;820;6910.0;0.0001563846153846154
greedy;82000;40792.0;0.011458923076923078
greedy;821;6524.0;0.0001113076923076923
greedy;822;6292.0;0.00010623076923076924
greedy;823;5875.0;0.00014761538461538463
greedy;824;6687.0;0.00010507692307692308
greedy;825;6263.0;0.0001166923076923077
greedy;826;6585.0;0.00010246153846153845
greedy;827;6421.0;0.00011076923076923079
greedy;828;6346.0;0.00012446153846153846
greedy;829;6775.0;0.00011715384615384616
greedy;83;2012.0;1.4307692307692308e-05
greedy;830;6248.0;0.00011146153846153846
greedy;83000;41297.0;0.011826384615384617
greedy;831;6553.0;0.0001163076923076923
greedy;832;6616.0;0.00013223076923076925
greedy;833;6324.0;0.00013392307692307694
greedy;834;6978.0;0.00011969230769230769
greedy;835;6364.0;0.000124
greedy;836;6456.0;0.00012207692307692307
greedy;837;6585.0;0.00011861538461538463
greedy;838;6331.0;0.00012276923076923077
greedy;839;6579.0;0.00013576923076923076
greedy;84;2120.0;1.630769230769231e-05
greedy;840;6138.0;0.00012292307692307692
greedy;84000;41600.0;0.011679538461538462
greedy;841;6325.0;0.00011207692307692306
greedy;842;6359.0;0.00014323076923076922
greedy;843;6515.0;0.00012523076923076922
greedy;844;6499.0;0.00011807692307692308
greedy;845;6299.0;0.00011723076923076921
greedy;846;6628.0;0.00013976923076923077
greedy;847;6800.0;0.00010776923076923074
greedy;848;6605.0;0.00012069230769230771
greedy;849;6920.0;0.00012269230769230768
greedy;85;1887.0;1.3923076923076919e-05
greedy;850;6712.0;0.00011930769230769234
greedy;85000;41425.0;0.012840692307692306
greedy;851;6626.0;0.00010869230769230769
greedy;852;6158.0;0.00013353846153846152
greedy;853;6192.0;0.00011946153846153843
greedy;854;6964.0;0.00013907692307692308
greedy;855;6954.0;0.00012884615384615384
greedy;856;6833.0;0.00010830769230769233
greedy;857;5984.0;0.00012307692307692307
greedy;858;6767.0;0.0001216923076923077
greedy;859;7178.0;0.00012061538461538461
greedy;86;2052.0;1.3615384615384615e-05
greedy;860;6609.0;0.00012523076923076924
greedy;86000;41752.0;0.012702230769230768
greedy;861;6101.0;0.00014261538461538461
greedy;862;6516.0;0.00010984615384615387
greedy;863;6178.0;0.00012838461538461539
greedy;864;6513.0;0.00011153846153846154
greedy;865;6869.0;0.00012692307692307693
greedy;866;6421.0;0.00012161538461538463
greedy;867;6789.0;0.00017592307692307693
greedy;868;6367.0;0.00010953846153846155
greedy;869;6233.0;0.00012976923076923078
greedy;87;1961.0;2.1692307692307687e-05
greedy;870;6481.0;0.000143
greedy;87000;41370.0;0.013272692307692308
greedy;871;6943.0;0.00011253846153846153
greedy;872;6713.0;0.00012376923076923076
greedy;873;6799.0;0.00011153846153846153
greedy;874;7003.0;0.00013946153846153847
greedy;875;6670.0;0.00015446153846153846
greedy;876;6800.0;0.00013046153846153844
greedy;877;6917.0;0.00014992307692307695
greedy;878;6585.0;0.00013838461538461536
greedy;879;6708.0;0.00012415384615384616
greedy;88;2225.0;1.5615384615384614e-05
greedy;880;6687.0;0.0001476153846153846
greedy;88000;41128.0;0.013475538461538459
greedy;881;7040.0;0.000123
greedy;882;6428.0;0.00011453846153846155
greedy;883;6457.0;0.00012376923076923076
greedy;884;6348.0;0.00013438461538461537
greedy;885;6367.0;0.0001249230769230769
greedy;886;6844.0;0.00011915384615384614
greedy;887;6609.0;0.00015284615384615385
greedy;888;6656.0;0.00015253846153846152
greedy;889;6728.0;0.0001259230769230769
greedy;89;2115.0;1.461538461538462e-05
greedy;890;6568.0;0.00016800000000000002
greedy;89000;41626.0;0.013381615384615384
greedy;891;6263.0;0.00015784615384615384
greedy;892;7114.0;0.00016184615384615386
greedy;893;6780.0;0.00012207692307692307
greedy;894;6436.0;0.00012423076923076922
greedy;895;6730.0;0.00011584615384615386
greedy;896;6352.0;0.00016561538461538466
greedy;897;6558.0;0.00011884615384615384
greedy;898;6854.0;0.00011376923076923078
greedy;899;6810.0;0.00012123076923076923
greedy;9;180.0;5.692307692307691e-06
greedy;90;2085.0;2.0615384615384617e-05
greedy;900;6955.0;0.00012907692307692308
greedy;9000;18929.0;0.0015565384615384614
greedy;90000;42075.0;0.012965923076923076
greedy;900000;49613.0;0.12133153846153845
greedy;901;6941.0;0.00013561538461538463
greedy;902;6251.0;0.0001103846153846154
greedy;903;6672.0;0.00012800000000000002
greedy;904;6874.0;0.00011415384615384614
greedy;905;6572.0;0.0001346923076923077
greedy;906;6951.0;0.00011153846153846153
greedy;907;6964.0;0.00014053846153846153
greedy;908;6527.0;0.00013000000000000002
greedy;909;6790.0;0.0001336923076923077
greedy;91;1912.0;1.5076923076923076e-05
greedy;910;6834.0;0.00012476923076923076
greedy;91000;41710.0;0.012628230769230768
greedy;911;6996.0;0.00012515384615384615
greedy;912;6892.0;0.00011630769230769233
greedy;913;7110.0;0.0001543846153846154
greedy;914;6902.0;0.00014776923076923078
greedy;915;6548.0;0.00013723076923076924
greedy;916;6895.0;0.00018530769230769227
greedy;917;6656.0;0.0001279230769230769
greedy;918;6838.0;0.00011807692307692307
greedy;919;6591.0;0.00012584615384615385
greedy;92;2352.0;1.3538461538461536e-05
greedy;920;7264.0;0.000134
greedy;92000;41944.0;0.012935923076923076
greedy;921;6735.0;0.0001253076923076923
greedy;922;6862.0;0.00013584615384615385
greedy;923;6419.0;0.00012569230769230772
greedy;924;6900.0;0.00012038461538461537
greedy;925;6949.0;0.00016061538461538465
greedy;926;6562.0;0.00013153846153846153
greedy;927;6852.0;0.00011576923076923077
greedy;928;7078.0;0.00015669230769230772
greedy;929;6995.0;0.0001387692307692308
greedy;93;2106.0;1.5538461538461542e-05
greedy;930;6524.0;0.00014715384615384617
greedy;93000;42129.0;0.013027076923076922
greedy;931;7189.0;0.0001503846153846154
greedy;932;6802.0;0.0001266923076923077
greedy;933;7322.0;0.00013915384615384614
greedy;934;6724.0;0.00011830769230769231
greedy;935;6981.0;0.0001503846153846154
greedy;936;6461.0;0.0001249230769230769
greedy;937;7520.0;0.00014015384615384614
greedy;938;6998.0;0.00013576923076923079
greedy;939;6732.0;0.00014292307692307692
greedy;94;2235.0;1.4384615384615387e-05
greedy;940;6780.0;0.0001578461538461538
greedy;94000;42024.0;0.013713307692307691
greedy;941;7027.0;0.0001186923076923077
greedy;942;6456.0;0.00014546153846153845
greedy;943;6808.0;0.00012138461538461538
greedy;944;6335.0;0.0001586923076923077
greedy;945;6866.0;0.00012261538461538462
greedy;946;6775.0;0.0001476153846153846
greedy;947;6833.0;0.00012515384615384615
greedy;948;6705.0;0.00013184615384615383
greedy;949;6820.0;0.00012784615384615382
greedy;95;2245.0;1.4076923076923075e-05
greedy;950;6495.0;0.00015553846153846154
greedy;95000;42472.0;0.014033307692307694
greedy;951;6754.0;0.0001316923076923077
greedy;952;6764.0;0.00012284615384615386
greedy;953;7150.0;0.00012307692307692307
greedy;954;7081.0;0.0001237692307692308
greedy;955;7207.0;0.0001336923076923077
greedy;956;6866.0;0.0001476923076923077
greedy;957;6563.0;0.0001504615384615385
greedy;958;7085.0;0.00014246153846153844
greedy;959;7232.0;0.00015107692307692307
greedy;96;2454.0;1.5615384615384618e-05
greedy;960;6751.0;0.00013446153846153846
greedy;96000;42312.0;0.014358615384615385
greedy;961;6828.0;0.0001226923076923077
greedy;962;7217.0;0.00013238461538461537
greedy;963;7228.0;0.00013161538461538462
greedy;964;6504.0;0.00019215384615384618
greedy;965;6792.0;0.00013646153846153845
greedy;966;6778.0;0.00015015384615384614
greedy;967;6906.0;0.00013900000000000002
greedy;968;6706.0;0.00015161538461538462
greedy;969;7026.0;0.0001396923076923077
greedy;97;2433.0;1.630769230769231e-05
greedy;970;6547.0;0.00013346153846153843
greedy;97000;42546.0;0.014209692307692309
greedy;971;6744.0;0.00012438461538461537
greedy;972;6530.0;0.00015707692307692308
greedy;973;6734.0;0.00012815384615384615
greedy;974;6982.0;0.00014223076923076922
greedy;975;6963.0;0.00012207692307692307
greedy;976;7500.0;0.00014161538461538462
greedy;977;7083.0;0.00012246153846153844
greedy;978;7472.0;0.00013392307692307692
greedy;979;7563.0;0.00012230769230769234
greedy;98;2201.0;1.4846153846153846e-05
greedy;980;7066.0;0.00017069230769230765
greedy;98000;42688.0;0.01401469230769231
greedy;981;6879.0;0.00012776923076923078
greedy;982;6945.0;0.0001286153846153846
greedy;983;6881.0;0.00015223076923076922
greedy;984;6988.0;0.000155
greedy;985;7141.0;0.00013546153846153846
greedy;986;7363.0;0.0001386923076923077
greedy;987;7500.0;0.00017207692307692307
greedy;988;6856.0;0.00019515384615384617
greedy;989;6890.0;0.00013923076923076923
greedy;99;2083.0;1.9692307692307696e-05
greedy;990;7209.0;0.00014107692307692307
greedy;99000;42592.0;0.014494923076923074
greedy;991;7152.0;0.0001343076923076923
greedy;992;7140.0;0.00013892307692307693
greedy;993;7399.0;0.0001476923076923077
greedy;994;7361.0;0.000144
greedy;995;7460.0;0.00017700000000000002
greedy;996;7088.0;0.00015823076923076926
greedy;997;7766.0;0.00013253846153846153
greedy;998;6751.0;0.00017715384615384614
greedy;999;7277.0;0.0001349230769230769
dynamic_programming;1;23.0;6.307692307692308e-06
dynamic_programming;10;335.0;4.5307692307692305e-05
dynamic_programming;100;2141.0;0.00046684615384615384
dynamic_programming;1000;7358.0;0.003819076923076923
dynamic_programming;10000;19957.0;0.03216369230769231
dynamic_programming;100000;42948.0;0.252004
dynamic_programming;1000000;49697.0;2.371529461538462
dynamic_programming;101;2476.0;0.0004194615384615385
dynamic_programming;101000;42720.0;0.24630653846153847
dynamic_programming;102;2062.0;0.0004381538461538462
dynamic_programming;102000;43411.0;0.25067361538461536
dynamic_programming;103;2395.0;0.00042915384615384614
dynamic_programming;103000;43584.0;0.2503482307692308
dynamic_programming;104;2285.0;0.0004425384615384616
dynamic_programming;104000;43146.0;0.2521201538461538
dynamic_programming;105;2580.0;0.00044792307692307693
dynamic_programming;105000;43038.0;0.2538573846153846
dynamic_programming;106;2343.0;0.00045507692307692317
dynamic_programming;106000;43297.0;0.2566178461538462
dynamic_programming;107;2465.0;0.00044546153846153846
dynamic_programming;107000;43455.0;0.25821553846153844
dynamic_programming;108;2353.0;0.00045799999999999997
dynamic_programming;108000;43624.0;0.26075100000000007
dynamic_programming;109;2555.0;0.0005169230769230769
dynamic_programming;109000;43693.0;0.26274200000000003
dynamic_programming;11;275.0;4.484615384615384e-05
dynamic_programming;110;2540.0;0.00043130769230769226
dynamic_programming;11000;20491.0;0.03088369230769231
dynamic_programming;110000;43497.0;0.2585397692307692
dynamic_programming;111;2410.0;0.0004902307692307693
dynamic_programming;111000;43653.0;0.26427530769230767
dynamic_programming;112;2183.0;0.00044276923076923074
dynamic_programming;112000;43406.0;0.26526669230769234
dynamic_programming;113;2404.0;0.00048338461538461545
dynamic_programming;113000;43833.0;0.2705666153846153
dynamic_programming;114;2588.0;0.0004933846153846154
dynamic_programming;114000;43858.0;0.27247261538461537
dynamic_programming;115;2403.0;0.0005009230769230769
dynamic_programming;115000;43512.0;0.2752938461538462
dynamic_programming;116;2433.0;0.0004455384615384614
dynamic_programming;116000;44107.0;0.2766272307692308
dynamic_programming;117;2813.0;0.0004773846153846154
dynamic_programming;117000;44130.0;0.2807403846153846
dynamic_programming;118;2463.0;0.00045499999999999995
dynamic_programming;118000;44314.0;0.2826073846153846
dynamic_programming;119;2533.0;0.0004682307692307693
dynamic_programming;119000;44046.0;0.2836963076923077
dynamic_programming;12;357.0;5.715384615384615e-05
dynamic_programming;120;2550.0;0.0004571538461538462
dynamic_programming;12000;21120.0;0.0345426923076923
dynamic_programming;120000;43890.0;0.2865428461538462
dynamic_programming;121;2606.0;0.0004857692307692308
dynamic_programming;121000;44425.0;0.2929066153846154
dynamic_programming;122;2515.0;0.00047176923076923074
dynamic_programming;122000;44487.0;0.29352607692307686
dynamic_programming;123;2404.0;0.0005003076923076924
dynamic_programming;123000;44573.0;0.293835076923077
dynamic_programming;124;2612.0;0.0005703076923076922
dynamic_programming;124000;44106.0;0.29397138461538463
dynamic_programming;125;2543.0;0.0004935384615384617
dynamic_programming;125000;44252.0;0.29890646153846157
dynamic_programming;126;2571.0;0.0005056153846153845
dynamic_programming;126000;44668.0;0.3010816923076923
dynamic_programming;127;2362.0;0.0005196153846153845
dynamic_programming;127000;44684.0;0.30602123076923077
dynamic_programming;128;2493.0;0.0005183846153846154
dynamic_programming;128000;44402.0;0.3065776923076923
dynamic_programming;129;2567.0;0.0005104615384615384
dynamic_programming;129000;44373.0;0.30823207692307686
dynamic_programming;13;197.0;5.784615384615385e-05
dynamic_programming;130;2783.0;0.0004462307692307693
dynamic_programming;13000;22862.0;0.03679353846153847
dynamic_programming;130000;44356.0;0.3130673076923077
dynamic_programming;131;2833.0;0.0005784615384615385
